product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
ConfigurableProduct,Nanushka Tie Dye Lymee Mesh-Jersey Top,Nanushka,IN_STOCK,Nanushka NW23PFTP01277 Ladies,"Nanushka Ladies Tops. Fashion category: Shirts & Blouses. SKU: NW23PFTP01277. Color: Tie Dye. Nanushka Tie Dye Lymee Mesh-Jersey Top. The Lymee top, made from recycled mesh jersey, features a streamlined fit that highlights its burnt-orange and cream tie-dye print, making it an ideal statement piece to elevate neutral wardrobe staples with its long sleeves and straight hem. 100% Polyester Recycled.",Womens,Clothing,198.99,99.98,295.0
ConfigurableProduct,Polo Ralph Lauren Hertiage Plaid Linen-Silk Blazer,Polo Ralph Lauren,IN_STOCK,Polo Ralph Lauren 211924780001 Ladies,"Polo Ralph Lauren Ladies Outerwear. Fashion category: Blazers. SKU: 211924780001. Color: Brown. Polo Ralph Lauren Hertiage Plaid Linen-Silk Blazer. This blazer features notch lapels, a classic two-button silhouette, and structured shoulders with padded detailing, while long sleeves are finished with four-button cuffs. Thoughtfully tailored with front waist darts, princess seams, and a center back seam, it includes a left chest welt pocket, two front flap pockets, and a double back vent for a refined finish. 80% linen, 20% silk.",Womens,Clothing,599.99,418.98,698.0
SimpleProduct,Tresorra 14K Yellow Gold Fringe Necklace,Tresorra,IN_STOCK,Tresorra 67471 Unisex,14K Yellow Gold Fringe Necklace Tresorra Unisex Necklaces. SKU: 67471. Color: Yellow. Metal Type: Gold. Metal Stamp: 14k. Metal Weight: 6.8g. Gem stone type: None. Necklace style: Fashion. Closure type: Lobster. Tresorra 14K Yellow Gold Fringe Necklace.,Unisex,Jewelry,3371.99,1224.99,4250.0
SimpleProduct,IWC Portugieser Silver Dial Automatic Men's Chronograph Watch IW390301,IWC,IN_STOCK,IWC IW390301 Mens,"18kt rose gold case with a brown alligator leather strap. Fixed 18kt rose gold bezel. Silver dial with rose gold-tone leaf-style shape hands and Arabic numeral hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Chronograph - two sub-dials displaying: 60 seconds, and 60 minutes (inner 12 hours). IWC Calibre 89361 Automatic movement, based upon IWC 89360, containing 38 Jewels, and has a power reserve of approximately 68 hours. Scratch resistant sapphire crystal. Skeleton transparent exhibition see through case back. Round case shape, case size: 42 mm, case thickness: 14.2 mm. Water resistant at 30 meters / 100 feet. Functions: chronograph, date, hour, minute, second. Portugieser Series. Luxury watch style. Watch label: Swiss Made. IWC Portugieser Silver Dial Automatic Men's Chronograph Watch IW390301.",Mens,Watches,17699.99,16482.0,20700.0
SimpleProduct,Omega De Ville Ladymatic Automatic Ladies Watch 425.25.34.20.55.001,Omega,IN_STOCK,Omega 425.25.34.20.55.001 Ladies,"Stainless steel case with a stainless steel bracelet with 18kt rose gold links. Fixed stainless steel bezel set with diamonds. White mother of pearl (supernova) dial with luminous rose gold-tone alpha-style hands and diamond hour markers. Dial Type: Analog. Luminescent hands. Date display at the 3 o'clock position. Omega calibre 8520 automatic movement, based upon Omega 8500, containing 28 Jewels, bitting at 25200 vph, and has a power reserve of approximately 50 hours. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape. Case size: 34 mm. Case thickness: 12.3 mm. Fold over clasp clasp with a push button release. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second, chronometer. De Ville Series. Luxury watch style. Watch label: Swiss Made. Item Variations: 42525342055001. Omega De Ville Ladymatic Automatic Ladies Watch 425.25.34.20.55.001.",Womens,Watches,11550.0,11550.0,26400.0
SimpleProduct,Saint Hilaire Unisex Iris Absolu EDP 3.4 oz Fragrances 3760004321347,Saint Hilaire,IN_STOCK,Saint Hilaire 3760004321347 Unisex,"<p>Discover the captivating allure of Saint Hilaire's Iris Absolu, a unisex fragrance launched in 2020 that perfectly embodies the essence of elegance and sophistication. This aromatic spicy scent is a harmonious blend of rich and intriguing notes, designed to leave a lasting impression.</p>\n\n<p>At the top, the fragrance opens with the exotic and invigorating spice of cardamom, setting the stage for a sensory journey. As the scent evolves, the heart reveals a captivating mix of cedar and lavender, creating a balanced and soothing aroma that lingers beautifully on the skin. The base notes of caraway and vetiver provide a warm, earthy finish that is both grounding and enchanting.</p>\n\n<p>Saint Hilaire, renowned in the fashion industry, has meticulously crafted Iris Absolu to appeal to both men and women, making it a versatile addition to any fragrance collection. Encased in a sleek 3.4 oz bottle, this EDP spray is not just a fragrance, but a statement of style and sophistication.</p>\n\n<p>With a unique barcode of 3760004321347, Iris Absolu by Saint Hilaire is available for shipment within the Contiguous United States and Canada. Embrace the timeless elegance and aromatic allure of this exquisite fragrance and make it your signature scent today.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,18.99,18.99,18.99
SimpleProduct,Cartier Calibre de Cartier Automatic Silver Dial Men's Watch W7100015,Cartier,OUT_OF_STOCK,Cartier W7100015 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Silver opaline dial with luminous hands and Roman numeral hour markers. Arabic numeral minute markers (at 5 minute intervals). Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display appears at the 3 o'clock position. Small seconds sub-dial. Cartier calibre 1904PS MC automatic movement with a 48-hour power reserve. Scratch resistant sapphire crystal. Steel crown with a faceted blue synthetic spinel. Skeleton case back. Case size: 42 mm. Case thickness: 10 mm. Round case shape. Band width: 24 mm. Deployment clasp. Water resistant at 30 meters/ 100 feet. Functions: hours, minutes, seconds, calendar. Dress watch style. Watch label: Swiss Made. Cartier Calibre de Cartier Silver Dial Stainless Steel Automatic Men's Watch W7100015.",Mens,Watches,8154.99,5950.0,8850.0
SimpleProduct,Dolce and Gabbana Dark Grey Square Ladies Sunglasses DG4459 501/87 56,Dolce & Gabbana,IN_STOCK,Dolce and Gabbana DG4459 501/87 56 Ladies,Dolce and Gabbana Sunglasses. Color code: 501/87. Shape: Square. Lens Width: 56 mm. Lens Bridge: 14 mm. Arm Length: 145 mm. 100% UV protection. Frame Material: Acetate. Frame Color: Black. Lenses Type: Dark Grey. Rim Style: Full-Rim. UPC/EAN code: 8056597974059. Dolce and Gabbana Dark Grey Square Ladies Sunglasses DG4459 501/87 56. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Womens,Sunglasses,324.99,149.99,392.0
SimpleProduct,Cartier Ballon Bleu de Cartier Automatic Men's Watch WSBB0003,Cartier,IN_STOCK,Cartier WSBB0003 Mens,"Silver-tone stainless steel case with a black crocodile leather strap. Fixed silver-tone stainless steel bezel. Black dial with silver-tone sword-shaped hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Date display at the 3 o'clock position. Cartier Calibre 1847 MC Automatic movement, containing 23 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape, case size: 42.1 mm, case thickness: 13 mm. Double adjustable fold over clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Ballon Bleu De Cartier Series. Luxury watch style. Watch label: Swiss Made. Cartier Ballon Bleu de Cartier Automatic Men's Watch WSBB0003.",Mens,Watches,6490.99,5750.0,7000.0
ConfigurableProduct,Bally Pennant Jacquard Reversible Belt,Bally,IN_STOCK,Bally MBG00O-U507P Mens,"Bally Men's Belts. Fashion category: Belts. SKU: MBG00O-U507P. Color: Blue. Bally Pennant Jacquard Reversible Belt. This reversible belt features a denim construction with a pennant jacquard design, logo-buckle fastening, punched holes, and an adjustable fit. Outer: Cotton 44%, Bovine Leather (top grain) 56%.",Mens,Fashion Accessories,364.99,248.0,445.0
SimpleProduct,Cartier Ballon Bleu Moonphase Automatic Silver Dial Ladies Watch WSBB0020,Cartier,IN_STOCK,Cartier WSBB0020 Ladies,"Stainless steel case with a blue (alligator) leather strap. Fixed silver-tone stainless steel bezel. Silver dial with blued-steel sword-shaped hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Moonphase display. Automatic movement. Scratch resistant sapphire crystal. Solid case back. Round case shape. Case size: 37 mm. Case thickness: 13 mm. Fold over buckle clasp. Water resistant at 30 meters / 100 feet. Functions: hour, minute, moonphase. Ballon Bleu Series. Luxury watch style. Watch label: Swiss Made. Cartier Ballon Bleu Moonphase Automatic Silver Dial Ladies Watch WSBB0020.",Womens,Watches,7606.99,7200.0,7850.0
GroupedProduct,Jimmy Choo Man Blue Mens EDT,,OUT_OF_STOCK,,,Unisex,,7.99,3.0,0.0
ConfigurableProduct,Kenzo Men's Grass Green Allover Flower Print Shirt,Kenzo,IN_STOCK,Kenzo FB65VE2139D1-57 Mens,"Kenzo Men's Tops. Fashion category: Shirts & Blouses. SKU: FB65VE2139D1-57. Color: Grass Green. Kenzo Men's Grass Green Allover Flower Print Shirt. A cotton shirt featuring all-over floral print, classic collar, front button fastening, long sleeves with buttoned cuffs and a straight hem. Cotton 100%",Mens,Clothing,506.99,151.98,825.0
SimpleProduct,Citizen Quartz Silver Dial Brown Leather Men's Watch BI1054-04A,Citizen,OUT_OF_STOCK,Citizen BI1054-04A Mens,"Stainless steel case with a brown leather strap. Fixed stainless steel bezel. Silver dial with yellow gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 3 o'clock position. Quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape. Case size: 42 mm. Case thickness: 9 mm. Band width: 20 mm. Tang clasp. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Japan Movt. Citizen Quartz Silver Dial Brown Leather Men's Watch BI1054-04A.",Mens,Watches,99.99,69.99,125.0
SimpleProduct,Omega Constellation Mother of Pearl Dial Quartz Ladies Watch 123.20.27.60.55.007,Omega,OUT_OF_STOCK,Omega 123.20.27.60.55.007 Ladies,"Stainless steel case with a stainless steel bracelet with 18kt rose gold bars. Fixed 18kt rose gold bezel. Mother of pearl dial with rose gold-tone hands and diamond hour markers. Dial Type: Analog. Luminescent hands. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case diameter: 27 mm. Case thickness: 9 mm. Round case shape. Band width: 19 mm. Band length: 7.5 inches. Fold over clasp with a safety release.  Water resistant at 100 meters / 330 feet. Functions: hour, minute. Luxury watch style. Watch label: Swiss Made. Item Variations: 123 20 27 60 55 007, 123-20-27-60-55-007, 123/20/27/60/55/007, 12320276055007. Omega Constellation Mother Of Pearl Dial Quartz Ladies Watch 123.20.27.60.55.007.",Womens,Watches,5036.99,3519.0,5650.0
SimpleProduct,Pre-owned Breitling Navitimer 1 Chronograph Stratos Gray Dial Men's Watch AB03102A1F1A1,Breitling,IN_STOCK,Breitling AB03102A1F1A1 Mens,"Pre-owned Silver-tone stainless steel case with a silver-tone stainless steel bracelet. Bi-directional rotating slide rule black stainless steel bezel. Stratos gray dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chronograph - three sub-dials displaying:  1/4th second, 30 minute, 12 hour. Breitling Calibre B03 Automatic movement, based upon Breitling B01, containing 47 Jewels, bitting at 28800 vph, and has a power reserve of approximately 70 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 45 mm, case thickness: 15.73 mm. Band width: 24 mm. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: chronograph, column wheel, rattrapante, date, hour, minute, small second, chronometer. Navitimer 1 Series. Luxury watch style. Watch label: Swiss Made. Breitling Navitimer 1 Chronograph Rattrapante Automatic Stratos Grey Dial Men's Watch AB03102A1F1A1.",Mens,Watches,10092.99,7614.0,12270.0
SimpleProduct,Franck Muller Vanguard Automatic Black Dial Men's Watch 45SCBLKBLUCNCPT,Franck Muller,IN_STOCK,Franck Muller 45SCBLKBLUCNCPT Mens,"Stainless steel case with a black rubber strap. Fixed stainless steel bezel. Black dial with luminous blue hands and Arabic numeral hour markers. Minute markers. 360 degree (compass) around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Tonneau case shape. Case size: 45 mm. Case thickness: 13 mm. Band width: 27 mm. Band length: 8 inches. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Vanguard Series. Luxury watch style. Watch label: Swiss Made. Franck Muller Vanguard Automatic Black Dial Men's Watch 45SCBLKBLUCNCPT.",Mens,Watches,6595.0,6595.0,9800.0
SimpleProduct,Torino Carrero Aureum Chronograph Tachymeter Chocolate Dial Men's Watch C1S7023-MR,Torino Carrero,IN_STOCK,Torino Carrero C1S7023-MR Mens,"Silver-tone stainless steel case with a black genuine leather strap. Fixed silver-tone stainless steel bezel. Chocolate dial with silver-tone hands and Arabic numeral & index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands. Date display between 4 and 5 o'clock position. Chronograph - sub-dials displaying: 24 hour. Epson VR32 quartz movement. Scratch resistant mineral crystal. Pull / push crown. Solid case back. Round case shape, case size: 46 mm, case thickness: 12.75 mm. Band width: 24 mm, band length: 7.25 inches. Buckle clasp. Water resistant at 100 meters / 330 feet. Functions: chronograph, date, hour, minute, second. Additional Info: mother of pearl dial. Aureum Series. Casual watch style. Watch label: Chronograph, Japan Mov't. Torino Carrero Aureum Chronograph Tachymeter Chocolate Dial Men's Watch C1S7023-MR.",Mens,Watches,1970.0,1970.0,2148.0
SimpleProduct,Le Vian Ladies Chocolate Diamonds Necklaces set in 14K Vanilla Gold,Le Vian,IN_STOCK,Le Vian 51840 Ladies,"Le Vian Chocolatier Pendant featuring 1/4 cts. Chocolate Diamonds , 1/10 cts. Vanilla Diamonds set in 14K Vanilla Gold Le Vian Ladies Necklaces. Chocolate Diamonds series. SKU: 51840. Barcode: 886589515339. Color: White. Metal Type: Gold. Metal Stamp: 14k. Metal Weight: 1.034g. Gem stone type: Diamond. Stone weight: 0.005ct. Number of stones: 39. Stone clarity: VS2. Stone shape: Round. Stone color: G-H. Necklace style: Fashion. Chain type: Cable. Closure type: Lobster. Le Vian Ladies Chocolate Diamonds Necklaces set in 14K Vanilla Gold.",Womens,Jewelry,1220.99,504.99,1638.0
SimpleProduct,Longines Elegant Automatic Black Diamond Dial Steel and 18kt Rose Gold Ladies Watch L48095577,Longines,OUT_OF_STOCK,Longines L4.809.5.57.7 Ladies,"Stainless steel case with a stainless steel bracelet with 18kt rose gold links. Fixed 18kt rose gold bezel. Black dial with rose gold hands and diamond hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Longines calibre L619 automatic movement, based upon ETA 2892-A2, containing 21 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape. Case size: 34.5 mm. Case thickness: 6 mm. Hidden fold over clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Elegant Series. Luxury watch style. Watch label: Swiss Made. Item Variations: L48095577. Longines Elegant Automatic Black Diamond Dial Steel and 18kt Rose Gold Ladies Watch L48095577.",Womens,Watches,2396.99,1527.0,3100.0
SimpleProduct,Ulysse Nardin Marine Chronometer Automatic Men's 18kt Rose Gold Watch 1186-126/63,Ulysse Nardin,OUT_OF_STOCK,Ulysse Nardin 1186-126/63 Mens,"18kt rose gold case with a blue leather strap. Fixed bezel. Blue dial with rose gold hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Two - small second and power reserve indicator subdials. Ulysse Nardin Calibre UN-118 automatic movement with a 60-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape, case size: 43 mm, case thickness: 13.85 mm. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second, power reserve indicator, chronometer. Luxury watch style. Watch label: Swiss Made. Ulysse Nardin Marine Chronometer Automatic Men's 18kt Rose Gold Watch 1186-126/63.",Mens,Watches,23935.99,11995.0,29800.0
GroupedProduct,Yves Saint Laurent Y Eau de Parfum Intense Mens EDP,,OUT_OF_STOCK,,,Unisex,,29.99,29.99,0.0
GroupedProduct,State Of Mind Natural Elegance Unisex EDP,,OUT_OF_STOCK,,,Unisex,,82.99,82.99,0.0
SimpleProduct,Oris Classic Date Automatic Grey Dial Ladies Watch 01 561 7718 4373-07 5 14 31,Oris,OUT_OF_STOCK,Oris 01 561 7718 4373-07 5 14 31 Ladies,"Stainless steel & plated rose gold case with a white leather strap. Fixed rose gold-tone stainless steel bezel. Grey dial with rose gold-tone hands and index-Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Date display at the 6 o'clock position. Oris Calibre 561, base ETA 2671 Automatic movement, based upon ETA 2671, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 38 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 28.5 mm. Deployant buckle clasp. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Classic Date Series. Oris Classic Date Automatic Grey Dial Ladies Watch 01 561 7718 4373-07 5 14 31.",Womens,Watches,1145.99,1040.0,1300.0
SimpleProduct,Lattafa Unisex Musk Salama EDP Spray 3.4 oz Fragrances 6291107452340,Lattafa,IN_STOCK,Lattafa 6291107452340 Unisex,"<p>Experience the captivating allure of Musk Salama by Lattafa, a unisex fragrance launched in 2022 that belongs to the Aromatic Aquatic family. This exquisite EDP Spray, available in a generous 3.4 oz size, is an enchanting blend of top, heart, and base notes that creates a harmonious and sophisticated scent profile.</p>\n\n<p>At the first spritz, the fragrance opens with the refreshing and invigorating aroma of white musk and fruits, setting a vibrant and energetic tone. As the scent evolves, the heart notes of white musk and amber emerge, adding a warm and inviting layer that envelops you in comfort and elegance.</p>\n\n<p>The base notes are where Musk Salama truly shines, featuring a rich and complex combination of woodsy notes, leather, agarwood (oud), and a unique twist of Moscow mule. This blend provides a deep and lasting impression, making it perfect for any occasion, whether day or night.</p>\n\n<p>Crafted by the renowned design house of Lattafa, known for its expertise in Middle Eastern fragrances, Musk Salama stands out as a testament to their ability to create luxurious and timeless scents. Its unisex appeal ensures that it can be enjoyed by anyone who appreciates high-quality fragrances.</p>\n\n<p>The sleek and elegant design of the bottle, coupled with the captivating scent, makes Musk Salama not only a pleasure to wear but also a beautiful addition to your fragrance collection. This item, with the barcode 6291107452340, is only valid for shipment in the Contiguous United States & Canada.</p>\n\n<p>Indulge in the sophisticated and alluring aroma of Lattafa's Musk Salama EDP Spray and let it transport you to a world of elegance and charm. Order now and experience the magic of this stunning unisex fragrance.</p><p>This item is only valid for shipment in the Contiguous United States & Canada.</p>",Unisex,Fragrances,12.99,12.99,12.99
SimpleProduct,Cartier Tank Automatic Silver Dial Men's Watch WSTA0053,Cartier,IN_STOCK,Cartier WSTA0053 Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Silver dial with blued-steel sword-shaped hands and Roman numeral hour markers. Minute markers around an inner ring. Dial Type: Analog. Date display at the 6 o'clock position. Cartier calibre 1847 MC automatic movement, containing 23 Jewels, bitting at 28800 vph, and has a power reserve of approximately 42 hours. Scratch resistant sapphire crystal. Push / pull set with a blue cabochon crown. Solid case back. Rectangle case shape. Case dimensions: 41 mm x 31 mm. Case thickness: 8.4 mm. Deployment clasp with a push button release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Additional Info: original box, manual (complete accessories). Tank Series. Luxury watch style. Watch label: Swiss Made. Cartier Tank Automatic Silver Dial Men's Watch WSTA0053.",Mens,Watches,4815.0,4815.0,5350.0
SimpleProduct,Citizen Promaster Marine Automatic Black Dial Men's Watch NY0140-80E,Citizen,OUT_OF_STOCK,Citizen NY0140-80E Mens,"Silver-tone stainless steel case and bracelet. Uni-directional rotating black stainless steel bezel. Black dial with silver-tone hands and dots hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Dateand date display at the 3 o'clock position. Caliber: 8204 automatic movement. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Round case shape, case size: 44 mm, case thickness: 13 mm. Fold over clasp. Water resistant at 200 meters / 660 feet. Functions: date, day, hour, minute, second. Promaster Marine Series. Dive watch style. Watch label: Japan Movt. Citizen Promaster Marine Automatic Black Dial Men's Watch NY0140-80E.",Mens,Watches,640.99,277.96,879.99
ConfigurableProduct,Maulijewels 1.05 Carat Round White Diamond Solitaire Style Engagement Ring In 14K White Gold,Maulijewels,IN_STOCK,Maulijewels MR1467-WB Ladies,"1.05 carat natural round white diamond engagement ring crafted with an 14k white rose yellow gold. Center round white diamond weight is 1.00 carat, having Color I-J & Clarity is I2-I3. There are 10 side stone in this ring having Color H-I & Clarity is I2-I3. This diamond ring comes with a free gift box. This is perfect gift for someone you loves.",Womens,Jewelry,5621.99,2474.99,7599.85
SimpleProduct,Ginori 1735 Babele Rosso Egg With Lion Bowls,Ginori 1735,IN_STOCK,Ginori 1735 017RG02 FX6184010190G01713700,"Ginori 1735. Egg With Lion Bowls. Manufacturer #: 017RG02 FX6184010190G01713700. Size: H: 7.75""; 20cm. Collection: Babele Rosso. Made in Italy.",Unisex,Crystal & Figurines,568.99,479.99,600.0
ConfigurableProduct,Moschino Girls Teddy Friends Print Dress,Moschino,IN_STOCK,Moschino HDV0FW-LAA10-10063 Girls,"Moschino Girls Dresses. SKU: HDV0FW-LAA10-10063. Color: Cloud. Moschino Girls Teddy Friends Print Dress. A stretch-cotton dress featuring a round neck, short sleeves with ruffle cuffs, and a signature Teddy Bear motif. It has a dropped waist, pleat detailing, and a straight hem for a stylish finish.",Girls,Clothing,91.99,58.99,115.0
SimpleProduct,"Baccarat Sterling Silver, Crystal Statement Ring 2611850",Baccarat,IN_STOCK,Baccarat 2611850 Ladies,"Baccarat Ladies Rings. Fleurs De Psydelic series. SKU: 2611850. Color: Silver-tone. Metal Type: Silver. Metal Stamp: No Stamp. Gem stone type: None. Ring style: Fashion. Baccarat Sterling Silver, Crystal Statement Ring 2611850.",Womens,Jewelry,513.99,255.0,615.0
SimpleProduct,MontBlanc Grey Square Men's Sunglasses MB0216S 001 56,Montblanc,IN_STOCK,MontBlanc MB0216S 001 56 Mens,MontBlanc Sunglasses. Series number: MB0216S. Color code: 001. Shape: Square. Lens Width: 56 mm. Lens Bridge: 16 mm. Arm Length: 145 mm. 100% UV protection. Frame Material: Plastic. Frame Color: Black. Lenses Type: Grey. Rim Style: Full-Rim. UPC/EAN code: 889652367118. MontBlanc Grey Square Men's Sunglasses MB0216S 001 56. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Mens,Sunglasses,294.99,199.99,410.0
ConfigurableProduct,Burberry Handkerchief-Hem Check Plisse Dress,Burberry,IN_STOCK,Burberry 4566787 Ladies,"Burberry Ladies Dresses. Fashion category: Evening & Formal Gowns. SKU: 4566787. Color: Canary Yellow Check. Burberry experiments with texture and silhouette to bring a carefree impression to this black, white and yellow dress, which is crafted from diaphanous plisse. It's cut in Italy with a V-neckline and draped side ties which tumble beside the handkerchief hem. Constructed of two panels - one detailed with a new-season rendition of the iconic check and the other boasting sharp pleats - this fluid midi piece is complemented by loose organza ties at the sides that lend a nonchalant touch. Mid-weight plisse. V-neck. Draped side ties. Handkerchief hem. 100% Polyester. Made in Italy.",Womens,Clothing,1989.99,263.98,3100.0
SimpleProduct,Loewe Pebble Cookie Calfskin Key Holder,Loewe,IN_STOCK,Loewe CANB419X01.1100 Ladies,"Loewe Ladies Key Case. SKU: CANB419X01.1100. Color: Black. Size: H:8.5cm x W:8.5cm x D:3.5cm. Loewe Pebble Cookie Calfskin Key Holder. This key holder features a zipped coin compartment with an Anagram engraved Pebble pull, a donut chain with screw fastening, and an embossed LOEWE logo. 100% Calfskin. Made in Spain.",Womens,Bags,574.99,428.0,650.0
SimpleProduct,Panerai Submersible QuarantaQuattro Carbotech Automatic Black Dial Watch PAM01513,Panerai,IN_STOCK,Panerai PAM01513 Mens,"Black carbotech case with a camouflage textile and rubber strap. Uni-directional rotating black carbotech bezel. Black dial with black hands and index hour markers. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. One subdial displaying: small second. Panerai Calibre P.900 Automatic movement, based upon Panerai OP XXXIV, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 72 hours. Scratch resistant sapphire crystal. Screw down crown. Round case shape, case size: 44 mm. Buckle clasp. Water resistant at 500 meters / 1650 feet. Functions: date, hour, minute, small second. Submersible Quarantaquattro Series. Dive watch style. Watch label: Swiss Made. Panerai Submersible QuarantaQuattro Carbotech Automatic Black Dial Watch PAM01513.",Mens,Watches,18785.99,17730.0,19700.0
SimpleProduct,Tissot Heritage Silver-tone Dial Men's Watch T9104301603300,Tissot,IN_STOCK,Tissot T9104301603300 Mens,"18k yellow gold case, Leather strap, Silver dial, Automatic movement, Scratch resistant sapphire, Water resistant up to 3 ATM - 30 meters - 100 feet Yellow gold-tone 18kt yellow gold case with a brown leather strap. Fixed yellow gold-tone 18kt yellow gold bezel. Silver-tone dial with yellow gold-tone hands and Roman numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Day of the week and date display at the 3 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Round case shape, case size: 40 mm, case thickness: 12 mm. Band width: 18 mm, band length: 7.5 inches. Water resistant at 30 meters / 100 feet. Functions: date, day, hour, minute, second. Heritage Series. Sport watch style. Watch label: Swiss Made. Tissot Heritage Silver-tone Dial Men's Watch T9104301603300.",Mens,Watches,4048.99,2450.0,4950.0
SimpleProduct,Chopard L.U.C Tech Twist Automatic Open-worked 18 kt White Gold Men's Watch 161888-1002,Chopard,IN_STOCK,Chopard 161888-1002 Mens,"18kt white gold case with a black crocodile leather strap. Fixed 18 kt white gold bezel. Grey open-worked dial with blue hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 7 o'clock position. One subdial displaying: small second. Chopard Calibre L.U.C 96T automatic movement with a 65-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Skeleton case back. Round case shape, case size: 41 mm, case thickness: 10 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. L.u.c Tech Twist Series. Luxury watch style. Watch label: Swiss Made. Item Variations: 161888 1002, 161888.1002, 1618881002. Chopard L.U.C Tech Twist Automatic Open-worked 18 kt White Gold Men's Watch 161888-1002.",Mens,Watches,16782.99,12046.6,17980.0
SimpleProduct,Mido Quartz Gold Dial Yellow Gold-tone Ladies Watch M2466.3.12.1,Mido,OUT_OF_STOCK,Mido M24663121 Ladies,"Yellow gold PVD stainless steel case and bracelet. Fixed yellow gold PVD bezel. Gold dial with luminous yellow gold-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Round case shape. Case size: 35 mm. Case thickness: 7.8 mm. Band width: 16 mm. Fold over clasp with a push button release. Water resistant at 50 meters / 165 feet. Functions: date, hour, minute, second. Casual watch style. Watch label: Swiss Made. Mido Quartz Gold Dial Yellow Gold-tone Ladies Watch M2466.3.12.1.",Womens,Watches,327.99,129.99,400.0
