product_type,name,brandName,stockStatus,description.short,description.complete,genderLabel,department,pricing.regularPrice.value,pricing.finalPrice.value,pricing.retailPrice.value
SimpleProduct,Ulysse Nardin Marine Regatta Blue Dial Automatic Men's Watch 1553-155-3/43,Ulysse Nardin,OUT_OF_STOCK,Ulysse Nardin 1553-155-3/43 Mens,"Silver-tone stainless steel case with a blue silicone with integrated titanium elements strap. Uni-directional rotating silver-tone stainless steel bezel. Blue dial with luminous silver-tone hands and index hour markers. Roman numerals mark the 3, 9 and 12 o'clock positions. minute markers around the outer rim. regatta countdown  markers. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. One subdial displaying: small second. Ulysse Nardin Calibre UN-155 Automatic movement, based upon Ulysse Nardin UN-150, containing 72 Jewels, bitting at 28800 vph, and has a power reserve of approximately 52 hours. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape, case size: 44 mm. Band width: 20.3 mm. Deployment clasp. Water resistant at 100 meters / 330 feet. Functions: date, hour, minute, second, countdown, start/stop pusher, reset pusher. Marine Regatta Series. Luxury watch style. Watch label: Swiss Made. Ulysse Nardin Marine Regatta Blue Dial Automatic Men's Watch 1553-155-3/43.",Mens,Watches,13477.99,9495.0,15900.0
SimpleProduct,Oris Aquis Automatic Black Dial Black Rubber Ladies Watch 733-7652-4725RS,Oris,OUT_OF_STOCK,Oris 01 733 7652 4725-07 4 18 34B Ladies,"Black DLC stainless steel case with a black rubber strap. Uni-directional rotating black DLC bezel with a black ceramic top ring. Black dial with luminous hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 6 o'clock position. Automatic movement with a 38 hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Solid case back. Case diameter: 36 mm. Round case shape. Band length: 7 inches. Deployment clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second. Casual watch style. Oris Aquis Automatic Black Dial Black Rubber Ladies Watch 733-7652-4725RS.",Womens,Watches,1292.99,695.0,1800.0
SimpleProduct,Gevril Hudson Yards Chronograph Automatic Black Dial Men's Watch 48814B,Gevril,IN_STOCK,Gevril 48814B Mens,"Silver-tone stainless steel case and bracelet. Uni-directional rotating black stainless steel bezel. Black dial with silver-tone hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Chronograph - three sub-dials displaying:  60 second, 30 minute and 12 hour. Sellita Caliber SW500 Automatic movement, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 44 hours. Scratch resistant sapphire crystal. Screw down crown. Transparent case back. Round case shape, case size: 43 mm, case thickness: 17 mm. Band width: 20 mm. Deployment with push button release clasp. Water resistant at 300 meters / 1000 feet. Functions: chronograph, date, day, hour, minute, small second. Additional Info: helium release valve, chronograph. Hudson Yards Chronograph Series. Luxury watch style. Watch label: Swiss Made. Gevril Hudson Yards Chronograph Automatic Black Dial Men's Watch 48814B.",Mens,Watches,1514.99,1514.99,5495.0
SimpleProduct,Chopard L.U.C  Automatic Chronometer Steel Black Men's Watch 16/8912,Chopard,OUT_OF_STOCK,Chopard 16/8912 Mens,"Silver-tone stainless steel case with a black rubber strap. Uni-directional rotating silver-tone stainless steel bezel. Black dial with luminous hands and index hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display between 4 and 5 o'clock position. Chopard Calibre L.U.C 4.96 automatic movement with a 65-hour power reserve. Scratch resistant sapphire crystal. Screw down crown. Round case shape, case size: 42.5 mm, case thickness: 13.2 mm. Tang buckle clasp. Water resistant at 300 meters / 1000 feet. Functions: date, hour, minute, second, chronometer. Additional Info: 16/8912, 16 8912, 16-8912, 16.8912. Dive watch style. Watch label: Swiss. Item Variations: Date Displays Between 4 And 5 O'clock Positions. Chopard L.U.C  Automatic Chronometer Steel Black Men's Watch 16/8912.",Mens,Watches,8220.99,4124.0,10310.0
SimpleProduct,Longines Master Collection Automatic Black Dial Black Leather Strap Men's Watch L2.773.4.51.7,Longines,OUT_OF_STOCK,Longines L2.773.4.51.7 Mens,"Stainless steel case with a black (alligator) leather strap. Fixed stainless steel bezel. Black dial with luminous silver-tone hands and Roman numeral hour markers. Date scale around an inner ring. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Day of the week and month below the 12 o'clock position. Chronograph - three sub-dials displaying: dual 60 second / 24 hour , 30 minute and 12 hour / moonphase. Longines calibre L678 automatic movement, based upon Valjoux 7751, containing 25 Jewels, bitting at 28800 vph, and has a power reserve of approximately 48 hours. Scratch resistant sapphire crystal. Pull / push crown. Skeleton case back. Round case shape. Case size: 42 mm. Case thickness: 14.5 mm. Band width: 20.3 mm. Band length: 8 inches. Deployment clasp. Water resistant at 30 meters / 100 feet. Functions: chronograph, month, date, day, hour, minute, second, moonphase, GMT, second time zone. Master Collection Complete Calendar Series. Luxury watch style. Watch label: Swiss Made. Longines Master Collection Automatic Black Dial Black Leather Strap Men's Watch L2.773.4.51.7.",Mens,Watches,2978.99,2395.0,3550.0
ConfigurableProduct,Polo Ralph Lauren Red Fair Isle Fleece Sweatshirt,Polo Ralph Lauren,IN_STOCK,Polo Ralph Lauren 710920196002 Mens,"Polo Ralph Lauren Men's Tops. Fashion category: Hoodies & Sweatshirts. SKU: 710920196002. Color: Red. Polo Ralph Lauren Red Fair Isle Fleece Sweatshirt. The sweatshirt features a mockneck with a quarter-zip placket, long sleeves with elasticized cuffs, side on-seam zip pockets, a drawcord hem, and is crafted from 100% polyester, adorned with a signature embroidered Pony at the left chest, and decorated with an air Isle–inspired motif including reindeer. 100% polyester.",Mens,Clothing,155.99,87.99,235.0
SimpleProduct,Joshua and Sons Date Blue Dial Men's Watch JX153SS,Joshua And Sons,IN_STOCK,Joshua and Sons JX153SS Mens,"Black composite metal case with a black-plated stainless steel bracelet. Fixed black composite metal bezel. Blue dial with red hand. Arabic numeral hour markers. Dial Type: Analog. Date display above the 6 o'clock position. Quartz movement. Acrylic crystal. Pull / push crown. Solid case back. Round case shape. Case size: 40 mm. Case thickness: 13 mm. Band width: 18 mm. Band length: 8.25 inches. Fold over clasp. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Fashion watch style. Watch label: Japan Movt. Joshua and Sons Date Blue Dial Men's Watch JX153SS.",Mens,Watches,367.99,64.8,495.0
SimpleProduct,"AMOUR 8.8mm Curb Link Chain Necklace In 10K Yellow Gold, 24 In",Amour,IN_STOCK,Amour JMS009182 Unisex,"Be prepared to dazzle everyone with this Curb Link Men's Necklace. Crafted in lustrous yellow gold, it features a sparkling curb link chain. Polished a brilliant shine, this link necklace measures 24-inch in length and secures with a lobster clasp. Give yourself a glamorous look with this enchanting curb link men's necklace. This necklace is made in Italy.",Unisex,Jewelry,11573.99,4399.99,16525.0
SimpleProduct,Longines Record Automatic Blue Dial Ladies Watch L2.321.4.96.2,Longines,OUT_OF_STOCK,Longines L2.321.4.96.2 Ladies,"Stainless steel case with a black alligator/crocodile leather strap. Fixed bezel. Blue dial with silver-tone hands and index-Arabic numerals hour markers. Dial Type: Analog. Date display at the 3 o'clock position. Caliber L592.4 (ETA A20.L11) beats at 28'800 vph automatic movement. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 30 mm. Push button deployant buckle clasp. Water resistant at 30 meters / 99 feet. Functions: date, hour, minute, second. Record Series. Dress watch style. Watch label: Swiss Made. Longines Record Automatic Blue Dial Ladies Watch L2.321.4.96.2.",Womens,Watches,1587.99,1500.0,1875.0
SimpleProduct,Longines Master Collection Automatic Black Dial Ladies Watch L2.257.4.51.6,Longines,IN_STOCK,Longines L2.257.4.51.6 Ladies,"Silver-tone stainless steel case and bracelet. Fixed silver-tone stainless steel bezel. Black dial with silver-tone hands and Roman numeral hour markers. Arabic numeral minute markers (at 5 minute intervals). Dial Type: Analog. Date display at the 3 o'clock position. Longines Calibre L595 Automatic movement, based upon ETA 2000/1, containing 20 Jewels, bitting at 28800 vph, and has a power reserve of approximately 40 hours. Scratch resistant sapphire crystal. Pull / push crown. Transparent case back. Round case shape, case size: 29 mm. Fold over clasp with a safety release. Water resistant at 30 meters / 100 feet. Functions: date, hour, minute, second. Master Collection Series. Casual watch style. Watch label: Swiss Made. Longines Master Collection Automatic Black Dial Ladies Watch L2.257.4.51.6.",Womens,Watches,1702.99,1325.0,2050.0
SimpleProduct,Doxa SUB 300 Divingstar Automatic Men's Watch 822.70.361.31,Doxa,IN_STOCK,Doxa 822.70.361.31 Mens,"Black forged carbon case with a yellow rubber strap. Forged carbon black bezel. Yellow dial with black hands and index hour markers. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Automatic movement. Scratch resistant sapphire crystal. Screw down crown. Round case shape, case size: 42.5 mm. Water resistant at 300 meters / 1000 feet. Sub 300 Divingstar Series. Dive watch style. Watch label: Swiss Made. Doxa SUB 300 Divingstar Automatic Men's Watch 822.70.361.31.",Mens,Watches,2885.0,2885.0,3990.0
SimpleProduct,Swatch Maresoli Yellow Dial Blue Rubber Men's Watch SUSS400,Swatch,IN_STOCK,Swatch SUSS400 Mens,"Blue plastic case with a blue rubber strap. Fixed blue plastic bezel. Champagne dial with luminous blue hands and Arabic numeral hour markers. Minute markers around the outer rim. Dial Type: Analog. Luminescent hands and markers. Date display at the 3 o'clock position. Chronograph - three sub-dials displaying: 60 second, 60 minute and 1/10th of a second. Quartz movement. Scratch resistant plastic crystal. Pull / push crown. Solid case back. Case dimensions: 50.10 mm x 42 mm. Case thickness: 14 mm. Round case shape. Band width: 24 mm. Tang clasp. Water resistant at 30 meters / 100 feet. Functions: chronograph, date, hour, minute, second. Dress watch style. Swatch Maresoli Champagne Dial Blue Rubber Men's Watch SUSS400.",Mens,Watches,107.99,98.0,140.0
SimpleProduct,Pre-owned Chanel J12 Diamonds Diamond White Dial Ladies Watch H0967,Chanel,IN_STOCK,Chanel H0967 Ladies,"Pre-owned White ceramic case with a ceramic bracelet. Diamond bezel. White dial with luminous hands and Arabic hour markers. Minute markers around the outer rim. Luminescent hands and hour markers. Automatic date between 4 and 5 o'clock. Quartz movement. Scratch resistant sapphire crystal. Case diameter: 33 mm. Hidden deployment clasp. Water resistant at 200 meters / 660 feet. Functions: hours, minutes, seconds, date. Chanel J12 Diamond White Ceramic Ladies Watch H0967.",Womens,Watches,10597.99,9589.0,12500.0
SimpleProduct,AMOUR 7.5-8mm Cultured Freshwater Pearl Strand Necklace,Amour,IN_STOCK,Amour JMS010659 Ladies,"If you love keeping it minimal yet stylish, then this elegant Single Strand Necklace is the right choice for you. Crafted in sparkling sterling silver, this classic necklace showcases a strand of off round-shaped cultured freshwater pearls (7.5-8Mm). Polished to a brilliant shine, this exquisite 18-inches necklace is securely and comfortably fastened with a fish eye clasp. This enchanting necklace can be worn in your daily life or saved for special occasions.",Womens,Jewelry,132.99,63.99,175.0
GroupedProduct,Acqua Di Parma Quercia Unisex EDP,,OUT_OF_STOCK,,,Unisex,,83.99,83.99,0.0
SimpleProduct,Marcel Burlon County Of Milan Cross Socks,Marcelo Burlon,IN_STOCK,Marcelo Burlon CMRA015C99KNI001-1001 Mens,"Marcelo Burlon Men's Undergarments. Fashion category: Socks. SKU: CMRA015C99KNI001-1001. Color: Black White. Marcel Burlon County Of Milan Cross Socks.Plain socks made in Italy from cotton and elastane, featuring a logo.",Mens,Clothing,34.99,27.99,45.0
GroupedProduct,Gisada Donna Ladies EDT,,OUT_OF_STOCK,,,Unisex,,7.99,7.99,0.0
SimpleProduct,Tom Ford Blue Light Block with Brown Clip-On Rectangular Men's Eyeglasses FT5682-B 052 54,Tom Ford,IN_STOCK,Tom Ford FT5682-B 052 54 Mens,Tom Ford Eyeglasses. Series number: FT5682-B. Color code: 052. Shape: Rectangular. Lens Width: 54 mm. Lens Bridge: 17 mm. Arm Length: 145 mm. 100% UV protection. Non-Polarized. Frame Material: Plastic. Frame Color: Tortoise. Lenses Type: Blue Light Block with Brown Clip-On. Rim Style: Full-Rim. UPC/EAN code: 889214165039. Tom Ford Blue Light Block with Brown Clip-On Rectangular Men's Eyeglasses FT5682-B 052 54. <br/><br/>Manufacturer's Packaging Included. Packaging Size And Color May Vary.,Mens,Eyeglasses,632.99,269.99,780.0
SimpleProduct,Ferragamo Semi-Rigid Logo Printed Tote Bag,Ferragamo,IN_STOCK,Ferragamo 215485 766718 Ladies,"Ferragamo Ladies Top Handle Bag. SKU: 215485 766718. Material: Calfskin. Color: Black. Size: W:22.5cm x H:18cm x D:9cm. Ferragamo Semi-Rigid Logo Printed Tote Bag. This tote features an embossed logo at the front, an adjustable shoulder strap, gold-tone metal hardware, an automatic closure, a main compartment, and four flap pockets. 100% calfskin. Made in Italy.",Womens,Bags,2970.99,2198.0,3662.0
SimpleProduct,AMOUR 7.5-8mm Freshwater Cultured Pearl and Diamond Accent Leverback Earrings In Sterling Silver,Amour,IN_STOCK,Amour JMS009526 Ladies,"These wonderful pearl dangle earrings are crafted in sterling silver. These stunning drop earrings feature two 7.5-8Mm rice freshwater cultured pearls adorned with two round-cut white diamonds on a bow ribbon design. Enhanced with a high polish finish, these earrings are secured with leverbacks. Coordinate these gorgeous earrings with any ensemble and instantly add a touch of elegance and sophistication to your look. A perfect gift for that special June birthday in your life.",Womens,Jewelry,73.99,43.99,95.0
SimpleProduct,Amour 25mm Hoop Earrings in 10k Yellow Gold,Amour,IN_STOCK,Amour JMS011013 Ladies,"These shining open hoop earrings in 10k Yellow Gold are crafted in lustrous Yellow Gold and feature lightweight polished open hoops. Polished to a brilliant shine, these earrings secure with butterfly closures for longer durability. Coordinate these radiant earrings with any white gown and look stunning. Draw attention and look extraordinary with these eye catching hoop earrings. Weighs 1.05g.",Womens,Jewelry,190.99,109.99,235.0
SimpleProduct,Picasso and Co Leather Wallet- Navy Blue,Picasso And Co,IN_STOCK,Picasso and Co PLG1595NBLU,"Picasso and Co wallet in calf leather. This wallet features 8 credit card slots, 2 cash compartments, and 2 slip pockets and extra removable card holder 4 cards Dimensions:11 X 9.4 CM.",Unisex,Bags,116.99,99.99,150.0
SimpleProduct,Citizen Stiletto Eco-Drive Black Dial Stainless Steel Men's Watch AR3070-55E,Citizen,OUT_OF_STOCK,Citizen AR3070-55E Mens,"Stainless steel case with a stainless steel bracelet. Fixed stainless steel bezel. Black dial with silver-tone hands and index hour markers. Dial Type: Analog. Eco-drive quartz movement. Scratch resistant sapphire crystal. Pull / push crown. Solid case back. Case size: 38 mm. Case thickness: 4.7 mm. Round case shape. Band width: 21 mm. Deployment clasp with a push button release. Water resistant at 30 meters / 100 feet. Functions: hour, minute. Casual watch style. Citizen Stiletto Eco-Drive Black Dial Stainless Steel Men's Watch AR3070-55E.",Mens,Watches,384.99,235.99,475.0
